rank,score,title,namespace,assembly,url
2447,161,BrowserOrganizationType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ae9d1868-db91-1497-df87-1db4a35a4b9e.htm
2448,161,ElectricalPhase Enumeration,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/aff8cc61-d006-c2df-8687-86c41f219384.htm
2449,161,PaperPlacementType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b0a39fd9-3b56-1cab-ecb9-15b4c32afd03.htm
2450,161,DirectShapeRoomBoundingOption Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b102fe53-d044-819e-3639-bb0521cb232a.htm
2451,161,ConcreteBrightmodeType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/b118fa59-6c6b-a292-a5f2-441776a0ad39.htm
2452,161,WaterTintEnableType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/b27beebd-a9f4-d48f-77a4-402b9a2e5ea4.htm
2453,161,EventStatus Enumeration,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/b2db4f59-a798-a61b-9dd4-02dd6e9700f0.htm
2454,161,DisplacementPathStyle Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b37f1b44-79a1-01ac-e2e4-fe7ca20c8a58.htm
2455,161,DataExchangeMessageVerbosity Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b3e7560f-d41f-4af5-a235-d4703b2bb640.htm
2456,161,StructuralSectionErrorCode Enumeration,Autodesk.Revit.DB.Structure.StructuralSections,RevitAPI,https://www.revitapidocs.com/2024/b4a75bd1-f24d-ea40-2781-f8510ebec5e6.htm
2457,161,MassDisplayTemporaryOverrideType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b5a4d32d-0d3c-e17e-36b9-9a12914aae2e.htm
2458,161,ReinforcementBarOrientation Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/b67e1240-752a-316d-0e41-2000d19aa088.htm
2459,161,RebarWorkInstructions Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/b7a51829-c964-ed2b-6830-d1326d1a6297.htm
2460,161,StairsComponentConnectionEndType Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/b7b2f972-d2d3-8bde-1055-6e73fa9d8b26.htm
2461,161,RebarConstraintType Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/b9417455-214c-30ef-e055-ad17ff1e0db3.htm
2462,161,StairsConstructionMethod Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/baaba95a-8e1d-d002-2431-baaef362f060.htm
2463,161,BendingDetailSegmentsRepresentation Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/bb27708f-110c-f59b-3056-b8c45eabe5f6.htm
2464,161,HardwoodImperfectionsType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/bb36e9f0-0247-295b-a5d8-8e128cf243d6.htm
2465,161,PowerFactorStateType Enumeration,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/bb418213-600f-ca37-e1a0-a09df497ecac.htm
2466,161,EntryAndSchemeConsistency Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/be67c45f-7c5d-51f6-686d-d33993737f16.htm
2467,161,ValidationStatus Enumeration,Autodesk.Revit.DB.Fabrication,RevitAPI,https://www.revitapidocs.com/2024/bf3700c3-dd66-1655-a0cd-e610c1aff5f2.htm
2468,161,TextTreatment Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/bff3cf18-0cd1-723f-a4ce-38b3127d698e.htm
2469,161,DisplayStyle Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c12fdb48-6127-0e0e-0fdc-9f370beb74ca.htm
2470,161,RebarHostCategory Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/c1fb6ce6-e249-acb6-e6b6-f0cb3b0ca6be.htm
2471,161,AnalyzesAsType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c273e69a-8851-6f15-dc90-2385359e3c45.htm
2472,161,TextNoteLeaderStyles Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c2995bab-88b2-5ee3-4559-0aff2cf5c039.htm
2473,161,AnalyticalSupportPriority Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/c35b3fe0-60a3-ba44-3fc8-e54e90237f66.htm
2474,161,CableTrayShape Enumeration,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/c475cf88-224e-4b8a-4ffb-9fe80043e02e.htm
2475,161,SpecialType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c4dd5703-709a-729c-7ec5-c7f16c77cf38.htm
2476,161,SlabShapeVertexType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c4ee94bf-b5c2-df94-04c5-5893c9cbdb1a.htm
2477,161,LeadersPresentationMode Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c5c35015-1763-6017-7a06-e6f3710e57d3.htm
2478,161,WoodPoreType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/c63b0f9e-2a42-2419-6d4c-83b4567e1e9b.htm
2479,161,PreferredJunctionType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c697d138-521c-175d-a708-42199c321afd.htm
2480,161,FabricSheetAlignment Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/c717132f-ecfd-8e66-2cf2-e81282ef3d7d.htm
2481,161,RailIndex Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/c743a6e2-aedc-7320-55b2-bbc8624ec606.htm
2482,161,OpenForeignOption Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c8247945-7f12-a435-35e0-0879b02d4397.htm
2483,161,LeaderEndCondition Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c86e3feb-80c8-ab4c-e9cf-18875131b96a.htm
2484,161,TrussMemberType Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/cb45b93c-c450-2067-d701-10654812c769.htm
2485,161,LinearDimensionReferenceNotOrthogonalToView Property,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/cc1b0ca9-5215-1d73-85df-93e4dbc0e1da.htm
2486,161,TextAlignFlags Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ccbdb8fc-32c2-c781-184d-4d8ee8fe55db.htm
2487,161,OverridePermissions Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/cd85b605-21f5-36b5-a685-d27e0e30a5b0.htm
2488,161,TessellatedShapeBuilderFallback Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ce755fa3-8727-2cd3-dbc3-c952bdc83a17.htm
2489,161,GradientInterpolationType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/ce9e1d57-a7cb-137d-ed6c-4250b4167399.htm
2490,161,BRepBuilderOutcome Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d0512eec-4b27-81a4-9327-98eaf1fedf12.htm
2491,161,StairsEndNotchOption Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/d0586a61-e38c-2a6b-f544-4ffdb7e91d8f.htm
2492,161,SunStudyTimeInterval Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d09c8655-cbfa-6727-ca0c-9d1b4f12a767.htm
2493,161,DigitGroupingSymbol Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d0e3ca46-9af4-d309-31a4-5225888f88fc.htm
2494,161,GlazingTransmittanceColorType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/d139e460-78dd-5ded-c7db-7363d5d4c510.htm
2495,161,MasonryCMUApplicationType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/d1897557-b739-f87c-1482-5f1ab98550d6.htm
2496,161,OrdinateTextPosition Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d49aa2dd-e792-182a-af9f-d15f2c926e46.htm
2497,161,MasonryCMUPatternType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/d56d3704-b966-ad65-03ad-de9a8ac00332.htm
2498,161,UndoOperation Enumeration,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/d5c8c31a-3b69-48c0-feac-b176a54e7934.htm
2499,161,TessellatedShapeBuilderOutcome Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d5cda534-1755-bd50-aafe-11143063a3e0.htm
2500,161,FabricationNetworkChangeServiceResult Enumeration,Autodesk.Revit.DB.Fabrication,RevitAPI,https://www.revitapidocs.com/2024/d637e2e7-215c-ac8e-7c9a-9311a07d68ba.htm
2501,161,PipeLossMethodType Enumeration,Autodesk.Revit.DB.Plumbing,RevitAPI,https://www.revitapidocs.com/2024/d6f70bd4-d74c-23b8-002b-0caf388731fd.htm
2502,161,AnalysisDisplayStyleMarkerTextLabelType Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/d70b0f45-986e-7777-0066-64de63b92741.htm
2503,161,ExternalDBApplicationResult Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d7873d96-ce3d-a8d1-d1d7-c95b65fd79b8.htm
2504,161,RevisionNumbering Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d7bfff7e-ddf0-990d-656e-229f5219bc80.htm
2505,161,TrussChordLocation Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/d7c3f89c-c753-915f-2f14-78a2114e70c1.htm
2506,161,RailingHeightCorrectionOption Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/d9416587-7a7d-3785-b6db-7e4004aeadb3.htm
2507,161,ResourceVersionStatus Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d9fae98e-e39a-9b69-07b9-b77cb777800c.htm
2508,161,RailTransitionOption Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/da924c47-adf1-a267-c59e-abb697abd7db.htm
2509,161,FitDirectionType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/dabf58ad-84fd-b75a-653b-284467bb2d05.htm
2510,161,LightDimmingColor Enumeration,Autodesk.Revit.DB.Lighting,RevitAPI,https://www.revitapidocs.com/2024/ddc3ad4d-f861-b322-cf6b-215d3e502002.htm
2511,161,RebarFreeFormValidationResult Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/def069dd-2e03-7b93-6482-9bf28c70e7ed.htm
2512,161,AnalyticalSupportType Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/df30d98a-d360-a74e-6862-a3db8ac715b0.htm
2513,161,StructuralConnectionCodeCheckingStatus Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/dfcc628c-14d6-e951-26e7-11de99b20f42.htm
2514,161,ConcreteSealantType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/dff62aea-d6b5-4912-e5e9-2f31dc9e7377.htm
2515,161,"GetAssociatedPartMaker Method (Document, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e0568bef-0c22-177d-a537-f1cf85285876.htm
2516,161,EaveCutterType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e07e48f8-2ed3-8022-9905-4c5efbf2f185.htm
2517,161,StairsWinderStyle Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/e091ab54-3d02-665b-1637-90d107e6e5a5.htm
2518,161,CannotPasteDifferentViewSpecificElements Property,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e0f1506e-84f0-e950-748f-a590bacd35a3.htm
2519,161,HandRailPosition Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/e148ecf7-7d63-4209-24f4-1add948318f9.htm
2520,161,NoSupported2DElementsToCopyFromView Property,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e16ac190-df60-3559-c9e1-dbd6b069958d.htm
2521,161,EnergyAnalysisOpeningType Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/e18708e5-0036-d48b-dce4-9efcc840d6be.htm
2522,161,ExternallyTaggedNonBRepUsage Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e1c38aeb-52d1-69cc-8601-3f9c2637b4da.htm
2523,161,DesignToFabricationConverterResult Enumeration,Autodesk.Revit.DB.Fabrication,RevitAPI,https://www.revitapidocs.com/2024/e2792594-c085-0582-9ff8-3eb8ea726bdc.htm
2524,161,WaterType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/e2ec359e-952d-b793-f49c-8dbca2a171d8.htm
2525,161,CircuitNaming Enumeration,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/e3e6582d-f4f9-03db-9cd3-2c74276fec84.htm
2526,161,Domain Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e4c76674-370f-a9e7-728b-80a6db6430cc.htm
2527,161,CannotPasteViewSpecificElementsIntoPerspectiveView Property,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e54d9b0e-e83f-1423-9277-74add3f089b6.htm
2528,161,PlasticvinylPatternType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/e70d0d72-3e57-dcdd-dc5c-e786bc8924d1.htm
2529,160,AnalyticalSystemDomain Enumeration,Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/01a07a9f-5cea-42e2-6630-88a032e88f85.htm
2530,160,FilteredElementCollector Constructor (Document),Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/0635f1e4-652a-7e42-15af-94f24c4d8e8d.htm
2531,160,RoundingMethod Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/08b615dd-4396-3f22-21ad-342afe1ff241.htm
2532,160,AirFanType Enumeration,Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/11ab7406-948d-6685-1523-549e4cbef3ff.htm
2533,160,GetDisplacedElementIds Method (View),Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e77c4376-b546-9939-53d8-af17afa16bd9.htm
2534,160,MaterialAspect Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ebeddc80-db8e-09d8-7140-a057d989b6e1.htm
2535,160,CanElementParameterBeAssociated Method,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ee0cd1df-2342-9e91-cf57-d7eb9d240b90.htm
2536,160,FlowDirectionType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f32da4fd-b137-448c-0636-693f983c2b48.htm
2537,160,LinkVisibility Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f33e82f3-5bec-4532-457e-d01dc537024f.htm
2538,160,ZoneEquipmentBehavior Enumeration,Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/fc0cef9a-4418-83f4-faf7-d7628f2f3149.htm
2539,160,DWFImageQuality Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/1b2182eb-3d56-7b65-70bc-f904f236266a.htm
2540,160,HorizontalAlign Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/1c390794-4ca5-8589-b838-b5842e727736.htm
2541,160,"Export Method (String, String, ViewSet, DWFExportOptions)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/2074006f-9a45-43f5-dff7-3205100eb371.htm
2542,160,DWFImageFormat Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/28eaabb4-1285-72bb-93cd-8fac1dbfc4ce.htm
2543,160,BeamSystemJustifyType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/2ab9e284-9fd9-eaac-ae59-c550fdcce372.htm
2544,160,GetViewElementIds Method,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/32d6fdf7-3bd7-41b8-d0e7-1b5c5e5b442c.htm
2545,160,SpacingRuleJustification Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/34e9dad9-8bfe-4ae3-9521-8021dc10dcd1.htm
2546,160,UnitSystem Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/3512b3c9-22de-e26e-f08a-0dca8f86820e.htm
2547,160,ProjectionMethod Enumeration,Autodesk.Revit.DB.DirectContext3D,RevitAPI,https://www.revitapidocs.com/2024/35daa6b2-3b8a-9d69-4bd4-28e5339275d3.htm
2548,160,GetFailedViewElementIds Method,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/3a67af27-5ec8-d59a-4a05-367c724e5cd9.htm
2549,160,"AddParameter Method (String, ForgeTypeId, ForgeTypeId, Boolean)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/3ac89d60-4b71-694f-002f-125d2e6565fc.htm
2550,160,ZoomType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/4576d9a5-03d1-20d3-ff76-8224c8cccb49.htm
2551,160,JunctionType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/4819d609-4c56-5077-2193-f0953a3ac445.htm
2552,160,"ReplaceParameter Method (FamilyParameter, ExternalDefinition, BuiltInParameterGroup, Boolean)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/4cb000cc-37ba-11fb-59d2-6790cca209b0.htm
2553,160,DisplayUnit Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/54e413c9-ad34-f744-6b7e-c1f90cbbde46.htm
2554,160,StiffenerClassification Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/5abb5408-e66a-6b76-f0d9-6c4ea3468d5a.htm
2555,160,GraphicsStyleType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/60a5cce6-2cdc-dd63-e737-f584582ceeca.htm
2556,160,WaterLoopType Enumeration,Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/63d06b2b-3db5-20e0-449a-e28d04a665c4.htm
2557,160,"CreateDuctConnector Method (Document, DuctSystemType, ConnectorProfileType, Reference, Edge)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/66f1e4a9-71b0-93da-b8be-56a743012fcf.htm
2558,160,GetPrintedViewElementIds Method,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/679b375e-216c-5cee-d431-dc593649bac4.htm
2559,160,"RemoveColumnAttachment Method (FamilyInstance, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/685266c2-e945-6769-80fc-a674bb874615.htm
2560,160,ComponentRotation Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/6ce762bd-8660-bb13-1294-b1334a1fdf5e.htm
2561,160,AirHeatingCoilType Enumeration,Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/7a900820-76ab-1f8b-920e-569340fb04a4.htm
2562,160,RebarGeometryType Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/7af9014f-a806-b38e-b588-1595d2016d8d.htm
2563,160,IsBuiltInParameter Method (ElementId),Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/7df6bd75-52ac-3657-aef1-6d594809c6f9.htm
2564,160,"AddParameter Method (String, ForgeTypeId, Category, Boolean)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8425ca9a-9db2-d06a-7540-bc8e686a7566.htm
2565,160,DecimalSymbol Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/874155d8-c40b-72e0-ca82-6ee748625d32.htm
2566,160,IFCLogical Enumeration,Autodesk.Revit.DB.IFC,RevitAPIIFC,https://www.revitapidocs.com/2024/8d4718f4-4968-b70d-0fb1-a5a153e7d699.htm
2567,160,DistanceMeasuredFrom Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/909b774e-1565-7178-9b14-dd5c68a3c2fa.htm
2568,160,"ReferenceIntersector Constructor (ElementFilter, FindReferenceTarget, View3D)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/929ca688-af0f-6e6a-d812-44017c8955e7.htm
2569,160,AirHeatExchangerType Enumeration,Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/9b210194-38c8-f957-856e-2b4c81a0e9a7.htm
2570,160,CeramicType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/a0616b59-6e5a-714d-85cc-8fcab64b84b4.htm
2571,160,"CreateMaskingRegion Method (Document, SketchPlane, IList(CurveLoop))",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a62e025a-d4ec-ddbf-eb7d-9723fbe544e4.htm
2572,160,"PassesFilter Method (Document, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a8e86084-b91f-c3cf-c334-e163168328d6.htm
2573,160,BorderTile Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/aa504f7f-347b-fc96-5f06-4ad46974040a.htm
2574,160,MacroEnvironment Enumeration,Autodesk.Revit.DB.Macros,RevitAPIMacros,https://www.revitapidocs.com/2024/aae06d04-d87d-1bbf-2fe4-d11643c93af7.htm
2575,160,SectionType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ad9a6cf0-aa1a-d011-b399-658345721aab.htm
2576,160,TrussElementTagNewMembersView Property,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b5d92f9b-d62d-cd1b-a33a-31aa025ebffe.htm
2577,160,ColumnAttachmentCutStyle Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/bf9f4c1b-976d-f0ec-9375-4ff56c621df6.htm
2578,160,BumpmapType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/c86fe875-6d55-b286-c28d-7e0bcc243f2a.htm
2579,160,WaterChillerType Enumeration,Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/cd39b693-4371-4f82-98f7-a581ee288f4d.htm
2580,160,AirCoolingCoilType Enumeration,Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/ce639210-0441-5cb7-6316-bd6aad96482a.htm
2581,160,"GetCategory Method (Document, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/dd25c525-ef7c-5577-382c-587af3245df6.htm
2582,160,DistributionType Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/e6161b8e-a592-d54c-dbe4-68ab9f186292.htm
2583,159,"Create Method (Document, IList(CurveLoop), ElementId, ElementId, Boolean, Line, Double)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/0013a9e5-a9c4-bb2c-f29d-aa4b732b815a.htm
2584,159,"CreatePipeConnector Method (Document, PipeSystemType, Reference, Edge)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/0b7d2ba8-2c72-aeb0-5936-effad6cc7bf6.htm
2585,159,"CreateMultiple Method (View, IList(XYZ), IList(XYZ), IList(PathOfTravelCalculationStatus))",Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/ed0c9c0a-febb-c674-f548-11d728127dc3.htm
2586,159,"Create Method (Document, Element, IList(Curve), Boolean, ElementId, ElementId, ElementId, ElementId, ElementId)",Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/efcdc1d2-97e2-1e4f-3ae9-38fd9e9e2767.htm
2587,159,"Create Method (Document, ElementId, Int32, XYZ, XYZ, LineLoadType)",Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/f4ad118f-7ba8-3050-2738-7ecc1704f0fb.htm
2588,159,"Create Method (Document, ElementId, AnalyticalElementSelector, XYZ, XYZ, PointLoadType)",Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/f843d229-c621-6b79-e77f-77064ea7de30.htm
