rank,score,title,namespace,assembly,url
70,202,SubTransaction Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/801e5f17-cab0-044d-835c-a39592374f89.htm
71,202,ElementMulticlassFilter Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/acb0ecb3-afcb-4e94-641d-450716e9ac73.htm
72,202,DocumentCreatedEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/bd300a6c-382a-60f0-a8b4-eae4a8368bf9.htm
73,201,BuiltInFailures.ScheduleViewFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/13d33852-f996-21d4-3d9b-f37c90785120.htm
74,201,ViewsExportedByContextEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/141e1a8c-7675-bb1f-fe54-eaf00b2bd75b.htm
75,201,SpatialElementBoundaryOptions Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ee293124-138d-142d-9ced-9695bc8b8c2e.htm
76,201,PanelScheduleView Class,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/ef4390e8-5a93-fe7f-580b-c8ec297f6b52.htm
77,201,PointElementReference Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f1548185-45ba-c1c6-8bde-4f9bb0669026.htm
78,201,DeleteElements Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f8d66e28-6e49-7b79-42e5-aa92ee9e536f.htm
79,201,VisibleInViewFilter Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/2425b0fb-7b28-1609-e45e-f1e196885248.htm
80,201,ParameterValue Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/366521ef-ecc2-c3e3-feb5-81b3bbd8df0c.htm
81,201,ViewExportingEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/46171adf-d115-9796-b6f7-7d1e27d5d3b5.htm
82,201,FilterElementIdRule Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/4675442b-8c75-4e20-ba18-71df13b86896.htm
83,201,ExternalDataInstanceRemovedFromDocumentEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/471c4688-8595-9ef9-db74-eccd12ae44a4.htm
84,201,ElementSet Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/48b47759-c441-ded2-5d8c-5c541c3eab01.htm
85,201,AssemblyViewUtils Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/4c839bed-9f56-c255-afba-8152c9171a22.htm
86,201,ParameterValueProvider Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/5978eb2a-4598-f458-1504-80caff09cf7c.htm
87,201,ViewsExportingByContextEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/5db665aa-f9cb-f204-72e0-eff6597a9a9d.htm
88,201,ReferenceableViewUtils Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/5e671f1d-7423-0a2c-e0c3-915b3dff92ed.htm
89,201,ElementPhaseStatusFilter Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/7767020a-2564-2c46-689d-59c2abe6e777.htm
90,201,ElementMulticategoryFilter Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8d2774eb-3c47-5c3d-2866-8d4ab7408d2d.htm
91,201,LinePatternElement Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8f4678ba-1824-fd00-73b6-dfb9c7802f83.htm
92,201,IFCFamilyInstanceExtrusionExportResults Class,Autodesk.Revit.DB.IFC,RevitAPIIFC,https://www.revitapidocs.com/2024/b467d3e1-ea9c-c158-50ce-a980b621ac9f.htm
93,201,StructuralSectionRectangleParameterized Class,Autodesk.Revit.DB.Structure.StructuralSections,RevitAPI,https://www.revitapidocs.com/2024/bca39b50-2696-744a-7aee-ceb733b9c902.htm
94,201,SpatialElementGeometryCalculator Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c0132067-6444-1dd6-a25c-690fb5dd7d9e.htm
95,201,ViewDisplaySketchyLines Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c92b463b-1b59-695d-f06b-a76dacfaf2f0.htm
96,201,TemporaryViewModes Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/cf6ecc84-e459-55c5-a4d7-d88ae4033a23.htm
97,201,ViewExportedEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/d0e95c70-c5f4-8b12-2f7a-5279ba667948.htm
98,201,ViewFamilyType Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e0edeb6d-1627-3e3f-e386-be182a9dd8cb.htm
99,200,BuiltInFailures.ParameterFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/14425993-8140-fe6c-3e82-54e8ed6c9fe2.htm
100,200,IntegerParameterValue Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/14c16038-74bf-205b-ac93-6ffa6274c034.htm
101,200,ViewSheetSetting Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e85ce148-ef47-7640-1864-6035b6773411.htm
102,200,ElementStructuralTypeFilter Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e9b102e4-ef0d-15c7-98e9-e5887050d301.htm
103,200,CodeCheckingParameterServiceData Class,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/ea7b503e-39d4-6c0c-1504-7c888cb29fe5.htm
104,200,TableCellCombinedParameterData Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f2303148-6e5e-d143-3725-3ac12c04ea86.htm
105,200,NullParameterValue Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/fe10010f-e127-7248-1f17-8c1ee0d41ea0.htm
106,200,ParameterMap Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ff69bcfe-2531-e9dd-279d-e1095c035e19.htm
107,200,EvaluatedParameter Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/1e01eb05-aeae-d72b-5b11-0dbfa45e440b.htm
108,200,ParameterValuePresenceRule Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/20b7bd3d-6326-9b47-0738-9da761e3fcf5.htm
109,200,BuiltInFailures.JoinElementsFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/2d7e4353-c24a-38d5-f3aa-3cbc2cb92698.htm
110,200,DocumentSetIterator Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/2e2e5e41-1e46-5c79-8524-a71660bdbef7.htm
111,200,StringParameterValue Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/2f79fff4-9773-471a-83f8-5636459bdbe5.htm
112,200,AppearanceAssetElement Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/3493da3a-fea5-69cb-a18e-d0a954615bab.htm
113,200,ElementLogicalFilter Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/3b8d6b55-0cab-1810-1188-840800e5eaa2.htm
114,200,ViewSet Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/47b47de2-4234-01e0-af21-64334e2a4a4b.htm
115,200,ViewSheetSet Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/5553be2c-8ce7-cbc1-b99e-85c74bcf28d3.htm
116,200,DoubleParameterValue Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/561ef32b-c3bc-3847-ef2a-27f4a011e650.htm
117,200,PrintParameters Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/59e6cfe9-b1e8-70c0-814b-ee69c8fca411.htm
118,200,ElementIsElementTypeFilter Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/607fd199-b1ba-f21f-ad98-33b65fbf5fe5.htm
119,200,InSessionViewSheetSet Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/61a44d58-c862-5fb6-6a06-dd3d3abac585.htm
120,200,ViewNavigationToolSettings Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/62a69b5d-082a-85f5-e568-f15ccfec1164.htm
121,200,SharedParameterApplicableRule Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/64d80468-27ac-8acb-25f1-48bc3597ab87.htm
122,200,IFCTransaction Class,Autodesk.Revit.DB.IFC,RevitAPIIFC,https://www.revitapidocs.com/2024/71896def-755f-1a91-90b0-37b6bb019265.htm
123,200,ElementTypeDuplicatedEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/7ec2ef50-ea02-2e47-a854-490d00285cd1.htm
124,200,RebarShapeParameters Class,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/8161950e-3ac7-0f8b-cc9f-2565a2d0afd9.htm
125,200,ParameterMapIterator Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/860070bc-dd1a-8e06-0043-7a013c0cab29.htm
126,200,ExternalDataInstanceAddingIntoDocumentEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/8601a344-dd92-b78f-6298-e1a6f5355a77.htm
127,200,FilterElement Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/909615cd-8abd-044a-cff2-f21fd95b8ee7.htm
128,200,BuiltInFailures.PropertySetElementFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/9ada571a-ab3d-3691-6adb-ec59671b6f34.htm
129,200,RebarContainerParameterManager Class,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/a0e5db38-c482-7232-df45-b0cdbcebac7d.htm
130,200,StartingViewSettings Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/aaa6f49c-faeb-851e-45e9-d3d5799c1753.htm
131,200,ElementFilter Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b8b46cbf-9ecc-0745-ec53-c3c3b6510113.htm
132,200,ExternalDataInstanceAddedIntoDocumentEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/b93d3383-21af-d252-06ff-9d0ed7f75ea9.htm
133,200,ElementIntersectsFilter Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/b9e3bdcb-e85a-832d-0f51-312b3fd91cff.htm
134,200,FilteredElementIterator Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/bb879a42-15eb-1704-7abc-0f4509ca89d2.htm
135,200,AssemblyMemberDifferentParameters Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/bff4df0d-ea29-c280-f4ad-47214fa7d126.htm
136,200,ElementSetIterator Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/cec6c2a8-b106-55cf-5d82-fc461333d5b3.htm
137,200,BuiltInFailures.GlobalParameterFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/cec94606-b16a-6f27-72e9-67aaa416f987.htm
138,200,PropertySetElement Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/dd2c8fbb-98ec-7249-87f0-542401f490dd.htm
139,200,ParameterUtils Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/df5da06e-35c6-e32e-53c0-9fd68d3ab142.htm
140,200,FilteredElementIdIterator Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/dfd0acee-d626-d5b2-fa2a-f9fc4edb49e8.htm
141,200,DocumentSet Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e1951076-29d2-4817-18d9-a01847fa812a.htm
142,200,ViewSetIterator Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e48382db-8299-23f2-0491-996100e5ee14.htm
143,199,DirectContext3DDocumentUtils Class,Autodesk.Revit.DB.DirectContext3D,RevitAPI,https://www.revitapidocs.com/2024/f30693d6-532f-6de8-25d9-6fd23337cb2e.htm
144,199,ParameterTypeId Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/58412160-0861-d40d-f1ce-e1f320881d64.htm
145,199,PlanViewRange Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/7edc5f13-a5fa-5c7a-9a03-ac6cbed1f005.htm
146,198,ViewSchedule Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/0dae24ba-5dcb-9a34-cccc-0cf8cc52bcd3.htm
147,198,ViewDisplayDepthCueing Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/3acdcd08-f0f1-f23b-94a2-90d1f4ca0eaf.htm
148,198,BoundingBoxXYZ Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/3c452286-57b1-40e2-2795-c90bff1fcec2.htm
149,198,DocumentSaveToCentralProgressChangedEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/5c818638-328f-555e-a668-674d9f585775.htm
150,198,ReferencePlane Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e7003ec7-1dbe-50a2-fb3d-a83a5a3b5b9f.htm
151,197,SpatialElementCalculationPoint Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/01206063-c774-da20-48ef-2cabf599e106.htm
152,197,DisplacementElement Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/08113547-eaaa-5ec1-5ff1-de609fe7c29c.htm
153,197,LineLoad Class,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/ee5ec273-350a-1cdb-d136-0c454bb1446a.htm
154,197,SpatialElementCalculationLocation Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f4fed5e0-0964-a973-c8f5-7beb046a2849.htm
155,197,DocumentVersion Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/3574fa56-016e-b146-1499-b3b1c9129705.htm
156,197,ElementId Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/44f3f7b1-3229-3404-93c9-dc5e70337dd6.htm
157,197,ExternalDataInstanceRemovingFromDocumentEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/5c7c33a6-8c2b-05e2-7088-3199f1a26e34.htm
158,197,SteelElementProperties Class,Autodesk.Revit.DB.Steel,RevitAPI,https://www.revitapidocs.com/2024/911b649a-d108-14a2-dc09-8e97d489c17d.htm
159,197,DocumentSaveToLocalProgressChangedEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/a3a774b8-2913-5de6-e7ad-5daa24a9c172.htm
160,197,SpatialElementFromToCalculationPoints Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a6fe424e-af41-c1de-7bc2-e6facd9f2386.htm
161,196,TextElement Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/013e58c3-f3d2-d976-89f0-ff4ff701951d.htm
162,196,ViewOrientation3D Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/027b44d6-a473-4e99-4b43-c938847ea7e3.htm
163,196,GeometryElement Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/09eaeb08-58bb-8049-8925-f3a5aa846fdc.htm
164,196,SpatialElementTag Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/0a20cdd6-6e44-bc77-a4c3-2d35470ba911.htm
165,196,SpatialElementBoundarySubface Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/0a8f3677-3320-a8a5-674e-b0d055ac6671.htm
166,196,DocumentOpenedEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/0c6c3227-ecad-6a5f-c1b1-d08745360637.htm
167,196,BuiltInFailures.DisplacementElementFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/10e96831-1cc3-5fdc-48b2-44223537ef7c.htm
168,196,DocumentPrintedEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/12e3944c-0c43-8c08-d3d0-15828d9a6337.htm
169,196,SpatialElementGeometryResults Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/150ca07e-90b0-506f-9b9c-fd39d194a7ea.htm
170,196,ElementBinding Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/15ebf308-364c-2bef-e91c-dd6552e5ccbe.htm
171,196,SpatialElement Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e73594e8-23aa-899f-82fb-3490def8ece2.htm
172,196,DocumentSavingEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/e812523c-81f5-454f-9868-4332ab6c74a9.htm
173,196,DocumentWorksharingEnabledEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/e8e6a008-e97e-ddc3-6ac1-f625e04ff314.htm
174,196,DocumentClosedEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/ea150cd4-674d-08a3-ac42-6472966fe4ba.htm
175,196,BuiltInFailures.ElementFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/efa812cc-5762-0a0c-3c84-6b777337bf71.htm
176,196,BuiltInFailures.ElementTypeFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f189df2b-5306-d25e-78cd-c056d192b8a2.htm
177,196,StructuralElementDefinitionData Class,Autodesk.Revit.DB.Structure.StructuralSections,RevitAPI,https://www.revitapidocs.com/2024/f7a0e8ec-6fd5-43e5-1a54-5cb6ebe009c7.htm
178,196,BuiltInFailures.SteelElementsFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f85c5c93-90cd-5888-b8ac-c1ba6f7b2040.htm
179,196,ViewShapeBuilder Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/f99edd24-4519-56d5-a5d6-aa1565a893af.htm
180,196,ElementArrayIterator Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/fc1af4a8-d97f-da4e-97bd-d97061977360.htm
181,196,SolidCurveIntersectionOptions Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/fce58e1d-47c7-9afb-d701-ec73d97d0f2b.htm
182,196,DocumentSynchronizedWithCentralEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/ff0bae6e-c1b8-7b7a-cbc9-3b419b7b0c48.htm
183,196,DocumentSavingAsEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/1bb9bb9f-be64-3c6f-804b-66fe6a2b0562.htm
184,196,DocumentOpeningEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/1c21b33d-1314-d096-0a36-ad59ad80c6e9.htm
185,196,CombinableElementArrayIterator Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/20ec8352-e767-2eff-609f-c71f19806631.htm
186,196,FreeFormElement Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/27b9411a-d368-1541-b7db-b5157a58c581.htm
187,196,BuiltInFailures.SteelElementFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/296689ea-2e78-02be-66d2-e945e1c94408.htm
188,196,BuiltInFailures.UniqueElementFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/390aed66-9220-3c03-d1ed-d1a42e79225a.htm
189,196,DocumentCreatingEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/43d97649-5199-2706-3855-bdb52cc44b86.htm
190,196,BuiltInFailures.ViewSheetFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/4488ecc8-243f-b6b5-ff98-ad780cd0bdc2.htm
191,196,ElementNode Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/45f8a303-c479-9d6e-c39e-7705169820c2.htm
192,196,ZoneElementDomainData Class,Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/4fd427fa-088d-0fd9-4046-2f8f82f8b1e2.htm
193,196,BuiltInFailures.DocumentFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/51cc3f4c-5e1f-90e9-896a-db461e14ed43.htm
194,196,Viewport Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/5991dc40-234a-4835-cc06-07524d2e61a4.htm
195,196,FillPatternElement Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/64ecefd0-f5c4-5cd9-53bd-10a64739257e.htm
196,196,ElementArray Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/6a3046e5-aad4-f1fa-b733-bfd57bc9cbc5.htm
197,196,DocumentSavedAsEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/6ac311cc-14e9-639f-a8d7-e321927e0c14.htm
198,196,LinkElementId Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/6e18abde-8787-9906-8576-ab0c9c5432c6.htm
199,196,DetailElementOrderUtils Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/7153db7b-62cc-f36b-b6a5-0ded8af7b5be.htm
200,196,DocumentSavedEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/7bcc6ea7-4e7e-588b-232d-ed94d70d2c5e.htm
201,196,ViewNode Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/7cadfd9b-70df-5235-038f-a0535eee6f28.htm
202,196,TextElementType Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/84f0914f-b947-0d23-3d0e-aea92822c5f1.htm
203,196,DocumentDifference Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/856189a3-0160-8609-8e6b-df23ea369e43.htm
204,196,ViewDisplayBackground Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/897b41d2-9b42-2bab-a82e-0b545229d692.htm
205,196,BuiltInFailures.ViewFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8aa2d60d-e642-4717-3c73-63e56e49f8ec.htm
206,196,ViewPrintedEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/8d683cd4-c19b-034f-8b42-653b024e7aa4.htm
207,196,ViewPrintingEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/8e7d048f-a50b-7903-6001-6716f7eabdb5.htm
208,196,DocumentChangedEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/8fd170b2-df48-209b-438e-54ec7b01b664.htm
209,196,DocumentClosingEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/939d187e-051c-6a8a-0bb9-6c030b0911a4.htm
210,196,ViewDisplayModel Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/9864e320-a160-dd24-23f6-a30c482a8e5f.htm
211,196,DocumentEntryPoint Class,Autodesk.Revit.DB.Macros,RevitAPI,https://www.revitapidocs.com/2024/99996ba9-d1a7-d27e-c0ce-eb271a4c35bb.htm
212,196,BuiltInFailures.SplitSketchBasedElementFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/9d173a14-245a-f361-4f1e-f43cdeee3b74.htm
213,196,ElementTypeDuplicatingEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/a507c83d-21c0-badf-ee5d-f5e4c76886a8.htm
214,196,ViewSystemsAnalysisReport Class,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/a7b5b7de-dfdb-e57f-7fac-1ff1dbf35e4d.htm
215,196,TableView Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/ba608411-21af-e924-2aa2-3595548ab39f.htm
216,196,BuiltInFailures.SectionViewFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/bcd7a1a4-cf92-a44e-3f0e-49d1a378ff1f.htm
217,196,CombinableElement Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/c88bdbbc-dbbb-0817-a358-35f8686f68a2.htm
218,196,DocumentPrintingEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/cae91da6-7e05-e47c-5957-15330428c303.htm
219,196,ConnectorElement Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/cd7d7579-1058-e8ca-d55a-c3a914843667.htm
220,196,ViewDrafting Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d0876cac-a93b-b89c-fa30-bcc14ab9d7f0.htm
221,196,ElementRecord Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d0b04b59-347d-a34a-3127-053985ff2674.htm
222,196,DocumentSynchronizingWithCentralEventArgs Class,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/d6859206-10ee-9570-a1a8-98a68f3e1fd9.htm
223,196,ImageView Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/d81ffc17-044c-2671-c2f1-374e1dd90c53.htm
224,196,DocumentValidation Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/dc5c35f3-c58d-b7bd-de1b-46497dfb237e.htm
225,196,CombinableElementArray Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/dc5f6afb-a30d-dc82-fcd3-340eff1685c7.htm
226,196,BuiltInFailures.ToggleViewFailures Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/dea06374-558b-5b6a-b291-91dd9ddd2948.htm
227,196,SpatialElementDomainData Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/e0fdcb90-d17f-3c2b-2977-01772d4ee60a.htm
228,196,AnalyticalElement Class,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/e6a6d29a-9c26-2b3b-996e-213ae906a3af.htm
229,195,BoundingBoxIsInsideFilter Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/eb8735d7-28fc-379d-9de9-1e02326851f5.htm
230,195,BoundingBoxIntersectsFilter Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/1fbe1cff-ed94-4815-564b-05fd9e8f61fe.htm
231,195,ImageTypeOptions Class,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/981135c3-777b-df9b-747f-60a35b74e00e.htm
